Fecha,Hora,AE_kWh
15/02/2023,11,"0,792"
15/02/2023,12,"0,763"
15/02/2023,13,"0,348"
15/02/2023,14,"0,738"
15/02/2023,15,"0,304"
15/02/2023,16,"1,099"
15/02/2023,17,"0,410"
15/02/2023,18,"1,668"
15/02/2023,19,"1,031"
15/02/2023,20,"1,627"
15/02/2023,21,"1,315"
15/02/2023,22,"0,890"
15/02/2023,23,"1,918"
15/02/2023,24,"1,522"
16/02/2023,1,"0,179"
16/02/2023,2,"0,483"
16/02/2023,3,"0,533"
16/02/2023,4,"0,828"
16/02/2023,5,"0,740"
16/02/2023,6,"2,622"
16/02/2023,7,"2,468"
16/02/2023,8,"1,562"
16/02/2023,9,"0,894"
16/02/2023,10,"0,079"
16/02/2023,11,"0,198"
16/02/2023,12,"3,270"
16/02/2023,13,"3,112"
